"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc.)","Concentrates (e.g. rosin, shatter, wax, hash, kief)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules"
11213907729,"","","","None","","","","","",""
11212805644,"","","","","","","","","",""
11186271761,"","","","None","","","","","","None"
11170278059,"","","","","","","","","",""
11151215837,"","","","51-100 mg","","","","","",""
11072705197,"","","","","","","","","",""
11044680699,"","","","","","","","","",""
11042816472,"","","","","","","","","",""
11037955315,"","","","6-25 mg","","","","","I don't know how much I use per week",""
11009295893,"","","","","","","","","",""
10991821033,"","","","I don't know how much I use per week","","","","","",""
10978796014,"","","","","","","","","",""
10977935510,"","","","","","","","","",""
10974652472,"","","","I don't know how much I use per week","","","","I don't know how much I use per week","",""
10974437681,"","","","101-200 mg","","","","","",""
10965547652,"","","","","","","","","",""
10956719648,"","","","","","","","","",""
10632499407,"","","","51-100 mg","","","","","",""
10632389881,"","","","","","","","","",""
10628926943,"","","","","","","","","",""
10625261595,"","","","","","","","","",""
10600284760,"","","","I don't know how much I use per week","","","","","",""
10598807297,"","","","","","","","","",""
10598727391,"","","","","","","","","",""
10593696728,"","","","","","","","","",""
10593527279,"","","","","","","","","",""
10583058257,"","","","I don't know how much I use per week","","","","","",""
10583000127,"","","","6-25 mg","","","","","",""
10581571841,"","","","None","","","","","",""
10580166038,"","","","101-200 mg","","","","","",""
10580153046,"","","","","","","","","",""
10579551441,"","","","","","","","","",""
10579439505,"","","","","","","","","",""
